Name,Agency Region,County/Ward,Address,Phone,Day of Week,Monthly Options,Starting Time,Ending Time,By Appointment Only,Food Pantry Requirements,Distribution Models,Food Format ,Additional Note on Hours of Operations,Original_Address,Processed_For_Geocoding,Latitude,Longitude
Destiny Driven : Destiny Driven,MD,MD Prince George's County,Attn: Destiny Driven 5900 Princess Garden Parkway Lanham  MD 20706,(301) 455-5970,Wednesday,Every week,10:00 AM,12:00 PM,Yes,ID,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,Attn: Destiny Driven 5900 Princess Garden Parkway Lanham  MD 20706,5900 Princess Garden Parkway Lanham MD 20706,38.9658159,-76.8645706
Destiny Driven : Destiny Driven,MD,MD Prince George's County,Attn: Destiny Driven 5900 Princess Garden Parkway Lanham  MD 20706,(301) 455-5970,Thursday,Every week,10:00 AM,01:00 PM,Yes,ID,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,Attn: Destiny Driven 5900 Princess Garden Parkway Lanham  MD 20706,5900 Princess Garden Parkway Lanham MD 20706,38.9658159,-76.8645706
Destiny Driven : Destiny Driven,MD,MD Prince George's County,Attn: Destiny Driven 5900 Princess Garden Parkway Lanham  MD 20706,(301) 455-5970,Tuesday,Every week,11:00 AM,01:00 PM,Yes,"ID,Zip Code",Walk up,"Loose groceries,Pre-bagged or boxed groceries",,Attn: Destiny Driven 5900 Princess Garden Parkway Lanham  MD 20706,5900 Princess Garden Parkway Lanham MD 20706,38.9658159,-76.8645706
Largo Community Church : Largo Community Church,MD,MD Prince George's County,Attn: Largo Community Church 1701 Enterprise Road Mitchellville MD 20721,(301) 249-2255,Saturday,3rd of the Month,11:00 AM,12:00 PM,No,,Drive thru,Pre-bagged or boxed groceries,"On a first come, first serve basis.",Attn: Largo Community Church 1701 Enterprise Road Mitchellville MD 20721,1701 Enterprise Road Mitchellville MD 20721,,
Christ4Crisis : Christ4Crisis,VA,VA Prince William County,Attn: Christ4Crisis 14339 Richmond high way Woodbridge  VA 22191,(571) 398-7826,Saturday,Every week,10:00 AM,03:00 PM,No,,Walk up,Loose groceries,,Attn: Christ4Crisis 14339 Richmond high way Woodbridge  VA 22191,14339 Richmond high way Woodbridge VA 22191,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Monday,Every week,01:00 PM,02:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Tuesday,Every week,01:00 PM,02:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Thursday,Every week,01:00 PM,02:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Friday,Every week,01:00 PM,02:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Wednesday,Every week,01:00 PM,02:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Saturday,Every week,01:00 PM,07:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Sunday,Every week,02:00 PM,07:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
Northern Virginia Family Service SERVE : Northern Virginia Family Services SERVE,VA,VA Manassas City,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,(571) 234-9450,Friday,Every Other Week,09:30 AM,11:30 AM,Yes,ID,,Loose groceries,,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,10056 Dean Dr Manassas VA 20110,38.7446355,-77.5006915
Northern Virginia Family Service SERVE : Northern Virginia Family Services SERVE,VA,VA Manassas City,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,(571) 234-9450,Wednesday,Every Other Week,05:00 PM,07:00 PM,Yes,ID,,Loose groceries,,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,10056 Dean Dr Manassas VA 20110,38.7446355,-77.5006915
Northern Virginia Family Service SERVE : Northern Virginia Family Services SERVE,VA,VA Manassas City,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,(571) 234-9450,Tuesday,Every week,09:30 AM,11:30 AM,Yes,ID,,Loose groceries,,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,10056 Dean Dr Manassas VA 20110,38.7446355,-77.5006915
Northern Virginia Family Service SERVE : Northern Virginia Family Services SERVE,VA,VA Manassas City,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,(571) 234-9450,Tuesday,Every week,01:00 PM,03:00 PM,Yes,ID,,Loose groceries,,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,10056 Dean Dr Manassas VA 20110,38.7446355,-77.5006915
Northern Virginia Family Service SERVE : Northern Virginia Family Services SERVE,VA,VA Manassas City,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,(571) 234-9450,Thursday,Every week,01:00 PM,03:00 PM,Yes,ID,,Loose groceries,,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,10056 Dean Dr Manassas VA 20110,38.7446355,-77.5006915
Northern Virginia Family Service SERVE : Northern Virginia Family Services SERVE,VA,VA Manassas City,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,(571) 234-9450,Thursday,Every week,09:30 PM,11:30 AM,Yes,ID,,Loose groceries,,Attn: Northern Virginia Family Services SERVE 10056 Dean Dr Manassas VA 20110,10056 Dean Dr Manassas VA 20110,38.7446355,-77.5006915
St. Michael and All Angels : St. Michael and All Angels,MD,MD Prince George's County,Attn: St. Michael and All Angels 8501 New Hampshire Ave  Adelphi MD  20783,(240) 882-0274,Friday,3rd of the Month,09:30 AM,11:30 AM,Yes,,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries,Prepared meals",Please note that distribution on the 3rd Friday of each month is by appointment only.,Attn: St. Michael and All Angels 8501 New Hampshire Ave  Adelphi MD  20783,8501 New Hampshire Ave Adelphi MD 20783,38.9977789,-76.9838528
St. Michael and All Angels : St. Michael and All Angels,MD,MD Prince George's County,Attn: St. Michael and All Angels 8501 New Hampshire Ave  Adelphi MD  20783,(240) 882-0274,Saturday,3rd of the Month,02:00 PM,06:00 PM,No,,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,"We serve a meal, distribute groceries, and gently used clothing is also available. We ask that you provide your name, address, and telephone number.",Attn: St. Michael and All Angels 8501 New Hampshire Ave  Adelphi MD  20783,8501 New Hampshire Ave Adelphi MD 20783,38.9977789,-76.9838528
City of Praise Family Ministries : City of Praise Family Ministries,MD,MD Prince George's County,Attn: City of Praise Family Ministries 8806 Brightseat Road Landover MD 20785,(301) 404-8234,Tuesday,3rd of the Month,03:00 PM,04:30 PM,Yes,"ID,Income,Zip Code",,Pre-bagged or boxed groceries,,Attn: City of Praise Family Ministries 8806 Brightseat Road Landover MD 20785,8806 Brightseat Road Landover MD 20785,38.9160199,-76.8603179
City of Praise Family Ministries : City of Praise Family Ministries,MD,MD Prince George's County,Attn: City of Praise Family Ministries 8806 Brightseat Road Landover MD 20785,(301) 404-8234,Thursday,Every week,04:30 PM,06:00 PM,No,ID,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,Attn: City of Praise Family Ministries 8806 Brightseat Road Landover MD 20785,8806 Brightseat Road Landover MD 20785,38.9160199,-76.8603179
City of Praise Family Ministries : City of Praise Family Ministries,MD,MD Prince George's County,Attn: City of Praise Family Ministries 8806 Brightseat Road Landover MD 20785,(301) 404-8234,Friday,3rd of the Month,09:00 AM,10:00 AM,Yes,ID,,"Loose groceries,Pre-bagged or boxed groceries",,Attn: City of Praise Family Ministries 8806 Brightseat Road Landover MD 20785,8806 Brightseat Road Landover MD 20785,38.9160199,-76.8603179
Ebenezer Church of God : Ebenezer Church of God,MD,MD Prince George's County,Attn: Ebenezer Church of God 7550 Buchanan St. Hyattsville MD 20784,,Saturday,Every week,09:00 AM,11:00 AM,No,ID,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,Attn: Ebenezer Church of God 7550 Buchanan St. Hyattsville MD 20784,7550 Buchanan St. Hyattsville MD 20784,38.9476175,-76.9396527
Arlington Bridge Builders : Arlington Bridge Builders,VA,VA Fairfax County,Attn: Arlington Bridge Builders 790 South Carlin Springs Road Arlington VA 22204,(571) 282-5156,Saturday,Every week,10:00 AM,03:00 PM,No,Zip Code,Walk up,Loose groceries,,Attn: Arlington Bridge Builders 790 South Carlin Springs Road Arlington VA 22204,790 South Carlin Springs Road Arlington VA 22204,38.8570868,-77.1260739
Arlington Bridge Builders : Arlington Bridge Builders,VA,VA Fairfax County,Attn: Arlington Bridge Builders 790 South Carlin Springs Road Arlington VA 22204,(571) 282-5156,Wednesday,Every week,10:00 AM,03:00 PM,No,Zip Code,Walk up,Loose groceries,,Attn: Arlington Bridge Builders 790 South Carlin Springs Road Arlington VA 22204,790 South Carlin Springs Road Arlington VA 22204,38.8570868,-77.1260739
Arlington Bridge Builders : Arlington Bridge Builders,VA,VA Fairfax County,Attn: Arlington Bridge Builders 790 South Carlin Springs Road Arlington VA 22204,(571) 282-5156,Thursday,Every week,10:00 AM,03:00 PM,No,Zip Code,Walk up,Loose groceries,,Attn: Arlington Bridge Builders 790 South Carlin Springs Road Arlington VA 22204,790 South Carlin Springs Road Arlington VA 22204,38.8570868,-77.1260739
Grace Episcopal Church : Grace Episcopal Church,VA,VA City of Alexandria,Attn: Grace Episcopal Church 3601 Russell Road Alexandria VA 22305,(703) 549-1980,Friday,Every week,06:00 PM,07:30 PM,No,,Walk up,Pre-bagged or boxed groceries,,Attn: Grace Episcopal Church 3601 Russell Road Alexandria VA 22305,3601 Russell Road Alexandria VA 22305,38.8372754,-77.0648158
Grace Episcopal Church : Grace Episcopal Church,VA,VA City of Alexandria,Attn: Grace Episcopal Church 3601 Russell Road Alexandria VA 22305,(703) 549-1980,Tuesday,Every week,06:00 PM,07:30 PM,No,,Walk up,Pre-bagged or boxed groceries,,Attn: Grace Episcopal Church 3601 Russell Road Alexandria VA 22305,3601 Russell Road Alexandria VA 22305,38.8372754,-77.0648158
DC Central Kitchen : DC Central Kitchen,DC,DC Ward 6,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,(202) 400-2806,Saturday,Every week,08:00 AM,04:00 PM,Yes,,,Prepared meals,,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,2121 1st Street SW Washington DC 20024,38.8638958,-77.0124762
DC Central Kitchen : DC Central Kitchen,DC,DC Ward 6,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,(202) 400-2806,Monday,Every week,08:00 AM,04:00 PM,Yes,,,Prepared meals,,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,2121 1st Street SW Washington DC 20024,38.8638958,-77.0124762
DC Central Kitchen : DC Central Kitchen,DC,DC Ward 6,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,(202) 400-2806,Wednesday,Every week,08:00 AM,04:00 PM,Yes,,,Prepared meals,,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,2121 1st Street SW Washington DC 20024,38.8638958,-77.0124762
DC Central Kitchen : DC Central Kitchen,DC,DC Ward 6,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,(202) 400-2806,Friday,Every week,08:00 AM,04:00 PM,Yes,,,Prepared meals,,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,2121 1st Street SW Washington DC 20024,38.8638958,-77.0124762
DC Central Kitchen : DC Central Kitchen,DC,DC Ward 6,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,(202) 400-2806,Tuesday,Every week,08:00 AM,04:00 PM,Yes,,,Prepared meals,,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,2121 1st Street SW Washington DC 20024,38.8638958,-77.0124762
DC Central Kitchen : DC Central Kitchen,DC,DC Ward 6,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,(202) 400-2806,Thursday,Every week,08:00 AM,04:00 PM,Yes,,,Prepared meals,,Attn: DC Central Kitchen 2121 1st Street SW Washington DC 20024,2121 1st Street SW Washington DC 20024,38.8638958,-77.0124762
"North Capitol Collaborative, Inc. : North Capitol Collaborative, Inc.",DC,DC Ward 7,"Attn: North Capitol Collaborative, Inc. 3230 Pennsylvania Ave SE #202 Washington DC 20020",(202) 588-1800,Thursday,2nd and 4th of the Month,10:00 AM,02:00 PM,No,ID,Home Delivery,Pre-bagged or boxed groceries,Must be a DC Resident,"Attn: North Capitol Collaborative, Inc. 3230 Pennsylvania Ave SE #202 Washington DC 20020",3230 Pennsylvania Ave SE #202 Washington DC 20020,,
ALIVE : ALIVE,VA,VA City of Alexandria,Attn: ALIVE 801 S Payne St Alexandria VA 22302,(703) 837-9300,Saturday,4th of the Month,08:30 AM,10:30 AM,No,,,,"Last Saturday of the month, not necessarily the 4th Saturday",Attn: ALIVE 801 S Payne St Alexandria VA 22302,801 S Payne St Alexandria VA 22302,38.7977023,-77.0560353
ALIVE : ALIVE,VA,VA City of Alexandria,Attn: ALIVE 801 S Payne St Alexandria VA 22302,(703) 837-9300,Saturday,4th of the Month,08:30 AM,10:30 AM,No,,,,Last Saturday of the month,Attn: ALIVE 801 S Payne St Alexandria VA 22302,801 S Payne St Alexandria VA 22302,38.7977023,-77.0560353
ALIVE : ALIVE,VA,VA City of Alexandria,Attn: ALIVE 801 S Payne St Alexandria VA 22302,(703) 837-9300,Saturday,3rd of the Month,10:00 AM,11:00 AM,No,,,,,Attn: ALIVE 801 S Payne St Alexandria VA 22302,801 S Payne St Alexandria VA 22302,38.7977023,-77.0560353
ACTS : ACTS,VA,VA Prince William County,Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,(703) 441-8606,Monday,Every week,09:00 AM,11:30 AM,No,"ID,Zip Code","Home Delivery,Walk up",Loose groceries,"Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193",Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,3901 ACTS Lane Dumfries VA 22026,38.5644141,-77.3289089
ACTS : ACTS,VA,VA Prince William County,Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,(703) 441-8606,Thursday,Every week,09:00 AM,11:30 AM,No,"ID,Zip Code","Home Delivery,Walk up",Loose groceries,"22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193",Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,3901 ACTS Lane Dumfries VA 22026,38.5644141,-77.3289089
ACTS : ACTS,VA,VA Prince William County,Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,(703) 441-8606,Monday,Every week,01:00 PM,03:00 PM,No,"ID,Zip Code","Home Delivery,Walk up",Loose groceries,"Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193",Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,3901 ACTS Lane Dumfries VA 22026,38.5644141,-77.3289089
ACTS : ACTS,VA,VA Prince William County,Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,(703) 441-8606,Tuesday,Every week,01:00 PM,03:30 PM,No,"ID,Zip Code","Home Delivery,Walk up",Loose groceries,"Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193",Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,3901 ACTS Lane Dumfries VA 22026,38.5644141,-77.3289089
ACTS : ACTS,VA,VA Prince William County,Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,(703) 441-8606,Tuesday,Every week,05:00 PM,07:00 PM,No,"ID,Zip Code","Home Delivery,Walk up",Loose groceries,"22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193",Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,3901 ACTS Lane Dumfries VA 22026,38.5644141,-77.3289089
ACTS : ACTS,VA,VA Prince William County,Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,(703) 441-8606,Thursday,Every week,01:00 PM,03:00 PM,No,"ID,Zip Code","Home Delivery,Walk up",Loose groceries,"22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193",Attn: ACTS 3901 ACTS Lane Dumfries VA 22026,3901 ACTS Lane Dumfries VA 22026,38.5644141,-77.3289089
Latin American Youth Center : Latin American Youth Center,DC,DC Ward 1,Attn: Latin American Youth Center 1419 Columbia Rd NW Washington DC 20009,(202) 758-7490,Monday,Every week,09:00 AM,06:00 PM,No,,,Pre-bagged or boxed groceries,Only open to clients of LAYC,Attn: Latin American Youth Center 1419 Columbia Rd NW Washington DC 20009,1419 Columbia Rd NW Washington DC 20009,38.9277909,-77.0333556
Latin American Youth Center : Latin American Youth Center,DC,DC Ward 1,Attn: Latin American Youth Center 1419 Columbia Rd NW Washington DC 20009,(202) 758-7490,Wednesday,Every week,09:00 AM,06:00 PM,No,,,Pre-bagged or boxed groceries,Only open to clients of LAYC,Attn: Latin American Youth Center 1419 Columbia Rd NW Washington DC 20009,1419 Columbia Rd NW Washington DC 20009,38.9277909,-77.0333556
Latin American Youth Center : Latin American Youth Center,DC,DC Ward 1,Attn: Latin American Youth Center 1419 Columbia Rd NW Washington DC 20009,(202) 758-7490,Friday,Every week,09:00 AM,06:00 PM,No,,,Pre-bagged or boxed groceries,Only open to clients of LAYC,Attn: Latin American Youth Center 1419 Columbia Rd NW Washington DC 20009,1419 Columbia Rd NW Washington DC 20009,38.9277909,-77.0333556
